baseline,accuracy,stale_rate,false_rate,unknown_rate,corrections_delivered,context_used,traversal_cost,total_queries
oracle,1.0,0.0,0.0,0.0,0,800,800,800
vector_rag,0.79125,0.4550898203592814,0.5449101796407185,0.0,80,800,800,800
vector_rag_rerank,0.89875,0.9753086419753086,0.024691358024691357,0.0,72,4000,6400,800
heuristic_stateful,0.81125,0.9867549668874173,0.013245033112582781,0.0,80,800,800,800
static_graph,0.0,0.0,0.0,1.0,80,0,1600,800
route_fn_only,0.62,0.0756578947368421,0.9243421052631579,0.0,80,800,800,800
graph_route_pg,0.78125,0.35428571428571426,0.4514285714285714,0.19428571428571428,80,766,834,800
full_brain,0.995,0.5,0.5,0.0,3,800,800,800
