baseline,accuracy,stale_rate,false_rate,unknown_rate,corrections_delivered,context_used,traversal_cost,total_queries
oracle,1.0,0.0,0.0,0.0,0,800,800,800
vector_rag,0.82625,0.49640287769784175,0.5035971223021583,0.0,80,800,800,800
vector_rag_rerank,0.875,0.96,0.04,0.0,80,4000,6400,800
heuristic_stateful,0.7975,0.9814814814814815,0.018518518518518517,0.0,80,800,800,800
static_graph,0.0,0.0,0.0,1.0,80,0,1600,800
route_fn_only,0.62125,0.052805280528052806,0.9471947194719472,0.0,80,800,800,800
graph_route_pg,0.74625,0.31527093596059114,0.2857142857142857,0.39901477832512317,80,719,881,800
full_brain,0.99125,0.0,1.0,0.0,6,800,800,800
