baseline,accuracy,stale_rate,false_rate,unknown_rate,corrections_delivered,context_used,traversal_cost,total_queries
oracle,1.0,0.0,0.0,0.0,0,800,800,800
vector_rag,0.8275,0.4782608695652174,0.5217391304347826,0.0,80,800,800,800
vector_rag_rerank,0.9075,0.7702702702702703,0.22972972972972974,0.0,68,4000,6400,800
heuristic_stateful,0.8125,0.9533333333333334,0.04666666666666667,0.0,80,800,800,800
static_graph,0.0,0.0,0.0,1.0,80,0,1600,800
route_fn_only,0.615,0.05194805194805195,0.948051948051948,0.0,80,800,800,800
graph_route_pg,0.79625,0.38650306748466257,0.34355828220858897,0.26993865030674846,80,756,844,800
full_brain,0.99125,0.14285714285714285,0.8571428571428571,0.0,7,800,800,800
