baseline,accuracy,stale_rate,false_rate,unknown_rate,corrections_delivered,context_used,traversal_cost,total_queries
oracle,1.0,0.0,0.0,0.0,0,800,800,800
vector_rag,0.82125,0.5034965034965035,0.4965034965034965,0.0,80,800,800,800
vector_rag_rerank,0.88,0.84375,0.15625,0.0,80,4000,6400,800
heuristic_stateful,0.8175,0.9931506849315068,0.00684931506849315,0.0,80,800,800,800
static_graph,0.0,0.0,0.0,1.0,80,0,1600,800
route_fn_only,0.635,0.0410958904109589,0.958904109589041,0.0,80,800,800,800
graph_route_pg,0.79125,0.3413173652694611,0.46107784431137727,0.19760479041916168,80,767,833,800
full_brain,0.99125,0.14285714285714285,0.8571428571428571,0.0,7,800,800,800
