baseline,accuracy,stale_rate,false_rate,unknown_rate,corrections_delivered,context_used,traversal_cost,total_queries
oracle,1.0,0.0,0.0,0.0,0,800,800,800
vector_rag,0.85125,0.6386554621848739,0.36134453781512604,0.0,80,800,800,800
vector_rag_rerank,0.9,0.9,0.1,0.0,78,4000,6400,800
heuristic_stateful,0.815,0.9932432432432432,0.006756756756756757,0.0,80,800,800,800
static_graph,0.0,0.0,0.0,1.0,80,0,1600,800
route_fn_only,0.645,0.04225352112676056,0.9577464788732394,0.0,80,800,800,800
graph_route_pg,0.7625,0.3894736842105263,0.21052631578947367,0.4,80,724,876,800
full_brain,0.9925,0.3333333333333333,0.6666666666666666,0.0,5,800,800,800
