baseline,accuracy,stale_rate,false_rate,unknown_rate,corrections_delivered,context_used,traversal_cost,total_queries
oracle,1.0,0.0,0.0,0.0,0,800,800,800
vector_rag,0.76875,0.5621621621621622,0.43783783783783786,0.0,80,800,800,800
vector_rag_rerank,0.87125,0.9223300970873787,0.07766990291262135,0.0,80,4000,6400,800
heuristic_stateful,0.785,0.9825581395348837,0.01744186046511628,0.0,80,800,800,800
static_graph,0.0,0.0,0.0,1.0,80,0,1600,800
route_fn_only,0.61875,0.04590163934426229,0.9540983606557377,0.0,80,800,800,800
graph_route_pg,0.69875,0.35684647302904565,0.3278008298755187,0.3153526970954357,80,724,876,800
full_brain,0.99375,0.0,1.0,0.0,5,800,800,800
