baseline,accuracy,stale_rate,false_rate,unknown_rate,corrections_delivered,context_used,traversal_cost,total_queries
oracle,1.0,0.0,0.0,0.0,0,800,800,800
vector_rag,0.82,0.6111111111111112,0.3888888888888889,0.0,80,800,800,800
vector_rag_rerank,0.89125,0.8620689655172413,0.13793103448275862,0.0,80,4000,6400,800
heuristic_stateful,0.78,0.9829545454545454,0.017045454545454544,0.0,80,800,800,800
static_graph,0.0,0.0,0.0,1.0,80,0,1600,800
route_fn_only,0.6575,0.051094890510948905,0.948905109489051,0.0,80,800,800,800
graph_route_pg,0.7,0.32083333333333336,0.22916666666666666,0.45,80,692,908,800
full_brain,0.98625,0.36363636363636365,0.6363636363636364,0.0,9,800,800,800
