baseline,accuracy,stale_rate,false_rate,unknown_rate,corrections_delivered,context_used,traversal_cost,total_queries
oracle,1.0,0.0,0.0,0.0,0,800,800,800
vector_rag,0.8225,0.49295774647887325,0.5070422535211268,0.0,80,800,800,800
vector_rag_rerank,0.9275,0.896551724137931,0.10344827586206896,0.0,56,4000,6400,800
heuristic_stateful,0.83,0.9117647058823529,0.08823529411764706,0.0,80,800,800,800
static_graph,0.0,0.0,0.0,1.0,80,0,1600,800
route_fn_only,0.67,0.022727272727272728,0.9772727272727273,0.0,80,800,800,800
graph_route_pg,0.80875,0.39869281045751637,0.40522875816993464,0.19607843137254902,80,770,830,800
full_brain,0.99125,0.42857142857142855,0.5714285714285714,0.0,7,800,800,800
